study_ID,Study.x,number_of_islands,Taxa,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.8252,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9439,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9454,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9505,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9573,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9697,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,0.9816,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,1.0207,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,1.0218,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,1.8339,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,1.9761,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,2.0495,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,2.1064,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,3.9847,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,4.0207,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Macdonald_2018,Macdonald_2018_data,30,Invertebrates,lake island,not_standardized,59.97312669,21.49191595,8.3669,area sampled,survey,4 surveys per island,standardized survey time of 40 min per hectare,01-June-2015 to 20-Aug-2015,NA
Pereira_2017,Pereira_2017_data,11,Invertebrates,forest island,fixed,-19.23585012,-43.52875909,4,total trap days,Van Someren-Rydon butterfly trap,50 x 20m plot,The traps consisted of a 110 cm tall and 35 cm diameter fine screen cylinder that was closed at the top.,"Feb-2014,Aug-2014,Feb-2015,Aug-2015",4 days
Perillo_2017,Perillo_2017_data,14,Invertebrates,forest island,not_standardized,-19.23569643,-43.53095833,180,trap,trap nest and Moericke trap,"packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm","We collected Aculeate wasps and bees in the Carac¸a Mountains at six sampling plots with different elevations, with altitudes between 1,000 and 2,000 m.a.s.l. (under ICMBio permission 20493–1). There was a 200 m difference in altitude between plots (Fig 1). We arranged packs containing twenty trap nests, consisting of 25 x 25 x 130 mm wood pieces with a central hole (11 cm depth) and diameters of 6, 9 and 12 mm (Fig 2A). Nine packs were placed at each plot with a distance of 50 m between packs, totaling 180 trap nests per sampling plot. Trap nests were inspected every two weeks for 12 months (17,820 trap-days). We also set nine Moericke traps at each plot (yellow, 25 cm diam. container filled
with salty liquid, N = 54) (Fig 2B), which were placed directly on the ground with a distance of
50 m between traps. Moericke traps were placed in the field during trap nest monitoring,
where they remained for 48 hours per sampling period",NA,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,50,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,75,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,100,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,105,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,200,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,380,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Pierce_2003,Pierce_2003_data,10,Birds,volcanic,not_standardized,-18.87430749,-143.3682891,800,area sampled,transect,NA,"Observers traversed semi-parallel transect lines along the lengths of each motu, with each surveying a predetermined habitat feature, e.g. outer reef/beach, outer vegetation edge, forest interior, inner edge, or lagoon edge. The number of observers covering the forest interior varied according to width of the motu and habitat type.",March to April 2003,NA
Puspitasari_2016,Puspitasari_2016_data,10,Beetles,volcanic,not_standardized,-5.8132,106.6328167,5,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,10,Beetles,volcanic,not_standardized,-5.8132,106.6328167,7,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,10,Beetles,volcanic,not_standardized,-5.8132,106.6328167,10,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Puspitasari_2016,Puspitasari_2016_data,10,Beetles,volcanic,not_standardized,-5.8132,106.6328167,12,trap grids,pitfall trap and flight interception trap,"5m x 5m plot,  plastic 
cups (250ml) were selected for pitfall traps","On each island, pitfall traps were set in 5m x 5m plots, with three non-baited pitfall traps and two fish-baited pitfall traps on each plot (Figure 16). Mature forest and settlements were sampled depending on their presence on each island, and plots were randomly selected within habitat types. The number of plots per island ranged from 5 to 10, depending on island size and habitat types occurring on each island. Beetle sampling on each plot lasted for three days",2010-2011,NA
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,45,Herpetofauna,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,45,Herpetofauna,volcanic,not_standardized,10.7934342,93.39668617,NA,random search,random survey,NA,"surveys were intensified in various habitat types(grasslands, marshy vegetation,streams,rivers,trees and marshy areas)",January-2012 to November-2013,NA
Rocamora_2003,Rocamora_2003_data,21,Birds,continental,not_standardized,-9.713783603,47.5715084,3,days,observation,NA,"Detailed censuses were conducted on Ile du Sud-Ouest (for boobies) and Grand Ile (Sooty Terns), which host the largest colonies of breeding seabirds. Direct counts of all species of birds seen were made on Menai, Ile du Nord and Ile Nord-Est where we landed. On the smaller islands and islets that were circumnavigated counts were made from a boat, using binoculars (except Ile aux Chauve-Souris due to tide and time constraints)",NA,NA
Rocamora_2003,Rocamora_2003_data,21,Birds,continental,not_standardized,-9.713783603,47.5715084,3,hours,observation,NA,"Detailed censuses were conducted on Ile du Sud-Ouest (for boobies) and Grand Ile (Sooty Terns), which host the largest colonies of breeding seabirds. Direct counts of all species of birds seen were made on Menai, Ile du Nord and Ile Nord-Est where we landed. On the smaller islands and islets that were circumnavigated counts were made from a boat, using binoculars (except Ile aux Chauve-Souris due to tide and time constraints)",NA,3
Rocamora_2003,Rocamora_2003_data,21,Birds,continental,not_standardized,-9.713783603,47.5715084,NA,proportional to its area,observation,NA,"Detailed censuses were conducted on Ile du Sud-Ouest (for boobies) and Grand Ile (Sooty Terns), which host the largest colonies of breeding seabirds. Direct counts of all species of birds seen were made on Menai, Ile du Nord and Ile Nord-Est where we landed. On the smaller islands and islets that were circumnavigated counts were made from a boat, using binoculars (except Ile aux Chauve-Souris due to tide and time constraints)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,1,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,2,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,3,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,9,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,21,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,NA,unstandardized,random search,NA,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schilthuizen_2013,Schilthuizen_2013_data,14,Invertebrates,volcanic,not_standardized,5.498001984,117.9199127,NA,total number of quadrats,quadrat,20m × 20m quadrat,"standardized sampling of terrestrial molluscs by a combination of manual search and litter sieving as described earlier (e.g. Schilthuizen & Rutjes 2001; Schilthuizen 2011). The number of quadrats sampled per study site depended on island size and relief, and ranged from one (for the small island of Selakan) to 21 (for the large island of Bodgaya)",NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,1,number of transects,transect,NA,NA,NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,2,number of transects,transect,NA,NA,NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,3,number of transects,transect,NA,NA,NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,4,number of transects,transect,NA,NA,NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,5,number of transects,transect,NA,NA,NA,NA
Schrader_2019,Schrader_2019_data,60,Plants,volcanic,not_standardized,-0.516309449,130.5766891,6,number of transects,transect,NA,NA,NA,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,1,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,2,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,3,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,9,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,10,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,13,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,17,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,24,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,36,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_frogs,Surendran_Vasudevan_2015_frogs_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,40,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,1,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,2,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,3,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,9,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,10,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,13,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,17,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,24,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,36,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Surendran_Vasudevan_2015_lizards,Surendran_Vasudevan_2015_lizards_data,15,Herpetofauna,volcanic,not_standardized,11.8314,92.72886667,40,total number of quadrats,bounded quadrat,10m x 10m quadrat,"We could not place these quadrats randomly because of uneven terrain, hard or rocky substrate, or large fallen tree trunks. We placed BQs in rainforests with relatively flat terrain (all quadrats below 270 m elevation) devoid of large fallen trees and large rocks",Nov-2010 to May-2011 and Nov-2011 to May-2012,NA
Theurkauf_2017,Theurkauf_2017_data,3,Birds,volcanic,not_standardized,-21.57184259,166.6514167,83,points,audial bird counts,NA,"we used 3763 points (corresponding to 1 point per 4 km² of the island) of several audial bird counts (covering all species) all over Grande Terre (see Legault et al., 2011 for details) and 362 points (1 point per 3 km²) on Lifou (Barre et al., 2006). Additionally, we used 83 points (1 point per 2 km²) on ^Ile des Pins as an example of a small island (150 km²). Because the points were distributed all over the islands, we estimated the range of each species by multiplying the proportion of points at which a given species occurred by the surface of Grande Terre (16,000 km²), Lifou (1140 km²) or ^Ile des Pins, respectively, except for species with published information on their range: 315 km² for the Crow Honeyeater (Okahisa et al., 2016), 2800 km² for the New Caledonian Parakeet and 3500 km² for the Horned Parakeet (Legault et al., 2013). To make our results comparable to Reeve et al. (2016), we excluded introduced species, nocturnal birds, swifts and above-canopy raptors from the analyses.",NA,NA
Theurkauf_2017,Theurkauf_2017_data,3,Birds,volcanic,not_standardized,-21.57184259,166.6514167,362,points,audial bird counts,NA,"we used 3763 points (corresponding to 1 point per 4 km² of the island) of several audial bird counts (covering all species) all over Grande Terre (see Legault et al., 2011 for details) and 362 points (1 point per 3 km²) on Lifou (Barre et al., 2006). Additionally, we used 83 points (1 point per 2 km²) on ^Ile des Pins as an example of a small island (150 km²). Because the points were distributed all over the islands, we estimated the range of each species by multiplying the proportion of points at which a given species occurred by the surface of Grande Terre (16,000 km²), Lifou (1140 km²) or ^Ile des Pins, respectively, except for species with published information on their range: 315 km² for the Crow Honeyeater (Okahisa et al., 2016), 2800 km² for the New Caledonian Parakeet and 3500 km² for the Horned Parakeet (Legault et al., 2013). To make our results comparable to Reeve et al. (2016), we excluded introduced species, nocturnal birds, swifts and above-canopy raptors from the analyses.",NA,NA
Theurkauf_2017,Theurkauf_2017_data,3,Birds,volcanic,not_standardized,-21.57184259,166.6514167,3763,points,audial bird counts,NA,"we used 3763 points (corresponding to 1 point per 4 km² of the island) of several audial bird counts (covering all species) all over Grande Terre (see Legault et al., 2011 for details) and 362 points (1 point per 3 km²) on Lifou (Barre et al., 2006). Additionally, we used 83 points (1 point per 2 km²) on ^Ile des Pins as an example of a small island (150 km²). Because the points were distributed all over the islands, we estimated the range of each species by multiplying the proportion of points at which a given species occurred by the surface of Grande Terre (16,000 km²), Lifou (1140 km²) or ^Ile des Pins, respectively, except for species with published information on their range: 315 km² for the Crow Honeyeater (Okahisa et al., 2016), 2800 km² for the New Caledonian Parakeet and 3500 km² for the Horned Parakeet (Legault et al., 2013). To make our results comparable to Reeve et al. (2016), we excluded introduced species, nocturnal birds, swifts and above-canopy raptors from the analyses.",NA,NA
Usher_1986,Usher_1986_data,4,Invertebrates,continental,not_standardized,-63.8163067,-59.18887853,NA,insufficient details on sampling,vegetation samples,NA,"Time spent on any island, except Signy Island, varied from 0.5 h to 8 h. Except on Lynch Island (Usher & Edwards, 1984a), no attempt was made to sample quantitatively by using soil-cores. Instead, small samples of vegetation or other organic debris, approximately circular and between 6 and 10 cm in diameter.",NA,0.5 to 8h
